input_text,output_text,label_space,label_verbalizer,verbalized_label,binary_preds
"Determine which option can be inferred from the given Sentence.  Sentence: Cosponsored by [The Menil Collection] and [KPFT] , Pacifica Radio , 90.1 FM . Options: A. [The Menil Collection] is also known as [KPFT] B. [The Menil Collection] has the member [KPFT] C. [The Menil Collection] is the member of [KPFT] D. [The Menil Collection] owns [KPFT] E. [The Menil Collection] has the parent company [KPFT] F. [The Menil Collection] has shares hold in [KPFT] G. [The Menil Collection] has no known relations to [KPFT]  Which option can be inferred from the given Sentence? Option:",G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'org:alternate_names', 'B': 'org:members', 'C': 'org:member_of', 'D': 'org:subsidiaries', 'E': 'org:parents', 'F': 'org:shareholders', 'G': 'no_relation'}",no_relation,1.0
"Determine which option can be inferred from the given Sentence.  Sentence: News of the [Countrywide] deal came late yesterday afternoon , just hours after [Wall Street] investment bank Lehman Brothers Holdings Inc. announced that it was closing down a subprime-lending business and two days after another big lender , Capital One Financial Corp. , closed its GreenPoint mortgage arm . Options: A. [Countrywide] is the member of [Wall Street] B. [Countrywide] owns [Wall Street] C. [Countrywide] has a headquarter in the city [Wall Street] D. [Countrywide] has no known relations to [Wall Street]  Which option can be inferred from the given Sentence? Option:",D,"['A', 'B', 'C', 'D']","{'A': 'org:member_of', 'B': 'org:subsidiaries', 'C': 'org:city_of_headquarters', 'D': 'no_relation'}",no_relation,1.0
"Determine which option can be inferred from the given Sentence.  Sentence: Initial contributors to the Memory Book are Willie Brown , former mayor of San Francisco ; [Michael Lomax] , president of the United Negro College Fund ; and [Kelvin Fowler] , who describes how his great-great-grandfather escaped slavery by joining a group of fishermen . Options: A. [Michael Lomax] has the alternate name [Kelvin Fowler] B. [Michael Lomax] is the spouse of [Kelvin Fowler] C. [Michael Lomax] has the parent [Kelvin Fowler] D. [Michael Lomax] is the parent of [Kelvin Fowler] E. [Michael Lomax] is the siblings of [Kelvin Fowler] F. [Michael Lomax] is the other family member of [Kelvin Fowler] G. [Michael Lomax] has no known relations to [Kelvin Fowler]  Which option can be inferred from the given Sentence? Option:",G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,1.0
"Determine which option can be inferred from the given Sentence.  Sentence: [Nir Rosen] , not that I terribly like Nir Rosen , but finally someone who is not an Iraqi came out and said it '' Iraq is no more '' Well , [hello] , I have been saying it over and over and over , the sectarian shia Iranian militias and parties control everything . Options: A. [Nir Rosen] has the alternate name [hello] B. [Nir Rosen] is the spouse of [hello] C. [Nir Rosen] has the parent [hello] D. [Nir Rosen] is the parent of [hello] E. [Nir Rosen] is the siblings of [hello] F. [Nir Rosen] is the other family member of [hello] G. [Nir Rosen] has no known relations to [hello]  Which option can be inferred from the given Sentence? Option:",G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,1.0
"Determine which option can be inferred from the given Sentence.  Sentence: Then [he] goes on to try to discredit The [American Free Press] , which has always been a champion of 9-11 Truth , exposing the racist realities behind racist , apartheid Israel and its persecution of non-Jews in Israel and the Palestinian Territories , the evils of Zionism , and the imperialistic , deceptive agenda of the Neo-Conservatives who are all Israel-firsters . Options: A. [he] studied in [American Free Press] B. [he] is the employee of [American Free Press] C. [he] has no known relations to [American Free Press]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C']","{'A': 'per:schools_attended', 'B': 'per:employee_of', 'C': 'no_relation'}",no_relation,0.0
Determine which option can be inferred from the given Sentence.  Sentence: It said [Ruben] was doing well under the circumstances and had seen the flowers and messages of support sent to [him] . Options: A. [him] has the alternate name [Ruben] B. [him] is the spouse of [Ruben] C. [him] has the parent [Ruben] D. [him] is the parent of [Ruben] E. [him] is the siblings of [Ruben] F. [him] is the other family member of [Ruben] G. [him] has no known relations to [Ruben]  Which option can be inferred from the given Sentence? Option:,G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,1.0
"Determine which option can be inferred from the given Sentence.  Sentence: Forwards : [Han Peng] , Gao Lin , Jiang Ning , Dong Fangzhuo , [Chen Tao] Options: A. [Chen Tao] has the alternate name [Han Peng] B. [Chen Tao] is the spouse of [Han Peng] C. [Chen Tao] has the parent [Han Peng] D. [Chen Tao] is the parent of [Han Peng] E. [Chen Tao] is the siblings of [Han Peng] F. [Chen Tao] is the other family member of [Han Peng] G. [Chen Tao] has no known relations to [Han Peng]  Which option can be inferred from the given Sentence? Option:",G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,1.0
"Determine which option can be inferred from the given Sentence.  Sentence: Shao Qiwei , director of China National Tourism Administration , said domestic tourists would top 1.9 billion this year , a year - on-year rise of 10 percent , at a recent awarding ceremony of Pacific-Asia Travel Association ( [PATA] ) held in Hangzhou , capital of east [China] 's Zhejiang Province . Options: A. [PATA] has the member [China] B. [PATA] is the member of [China] C. [PATA] has the parent company [China] D. [PATA] has a headquarter in the country [China] E. [PATA] has no known relations to [China]  Which option can be inferred from the given Sentence? Option:",E,"['A', 'B', 'C', 'D', 'E']","{'A': 'org:members', 'B': 'org:member_of', 'C': 'org:parents', 'D': 'org:country_of_headquarters', 'E': 'no_relation'}",no_relation,1.0
"Determine which option can be inferred from the given Sentence.  Sentence: Now he 's [independent] , '' said Hines , 45 , a retired marketing executive who heads the Indianapolis chapter of the [National Urban League] . Options: A. [National Urban League] has political affiliation with [independent] B. [National Urban League] has no known relations to [independent]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B']","{'A': 'org:political/religious_affiliation', 'B': 'no_relation'}",no_relation,0.0
"Determine which option can be inferred from the given Sentence.  Sentence: [2008] by Mark Glenn , Correspondent , [American Free Press Newspaper] Options: A. [American Free Press Newspaper] was founded in [2008] B. [American Free Press Newspaper] dissolved in [2008] C. [American Free Press Newspaper] has no known relations to [2008]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C']","{'A': 'org:founded', 'B': 'org:dissolved', 'C': 'no_relation'}",no_relation,0.0
"Determine which option can be inferred from the given Sentence.  Sentence: Indonesian Culture and Tourism Minster [Jero Watjik] , [PATA] 's President and CEO Peter de Jong and senior local officials as well as hundreds of representatives from 49 member countries and regions attended the opening ceremony . Options: A. [PATA] has the high level member [Jero Watjik] B. [PATA] was founded by [Jero Watjik] C. [PATA] has shares hold in [Jero Watjik] D. [PATA] has no known relations to [Jero Watjik]  Which option can be inferred from the given Sentence? Option:",D,"['A', 'B', 'C', 'D']","{'A': 'org:top_members/employees', 'B': 'org:founded_by', 'C': 'org:shareholders', 'D': 'no_relation'}",no_relation,0.0
Determine which option can be inferred from the given Sentence.  Sentence: [Shelby] did n't know where [her] mother stood . Options: A. [her] has the alternate name [Shelby] B. [her] is the spouse of [Shelby] C. [her] has the parent [Shelby] D. [her] is the parent of [Shelby] E. [her] is the siblings of [Shelby] F. [her] is the other family member of [Shelby] G. [her] has no known relations to [Shelby]  Which option can be inferred from the given Sentence? Option:,G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,1.0
"Determine which option can be inferred from the given Sentence.  Sentence: Franco , whose team is representing six of the nine people charged [Friday] , said that his clients did not deny that [Samudio] was at Souza 's house in Minas Gerais , but that they denied she had been kidnapped and killed . Options: A. [Samudio] has birthday on [Friday] B. [Samudio] died in the date [Friday] C. [Samudio] has no known relations to [Friday]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C']","{'A': 'per:date_of_birth', 'B': 'per:date_of_death', 'C': 'no_relation'}",no_relation,1.0
"Determine which option can be inferred from the given Sentence.  Sentence: Lange was part of one of them , the Maxima experiment , which was led by [his] former professor Paul Richards of the University of California , [Berkeley] . Options: A. [his] was born in the city [Berkeley] B. [his] died in the city [Berkeley] C. [his] lives in the city [Berkeley] D. [his] has no known relations to [Berkeley]  Which option can be inferred from the given Sentence? Option:",D,"['A', 'B', 'C', 'D']","{'A': 'per:city_of_birth', 'B': 'per:city_of_death', 'C': 'per:cities_of_residence', 'D': 'no_relation'}",no_relation,1.0
"Determine which option can be inferred from the given Sentence.  Sentence: [Dahr Jamail] and [Nir Rosen] are two of the best unembedded Western journalists , along with Patrick Cockburn and Robert Fisk , who are accurately portraying what is going on in the Middle East today . Options: A. [Nir Rosen] has the alternate name [Dahr Jamail] B. [Nir Rosen] is the spouse of [Dahr Jamail] C. [Nir Rosen] has the parent [Dahr Jamail] D. [Nir Rosen] is the parent of [Dahr Jamail] E. [Nir Rosen] is the siblings of [Dahr Jamail] F. [Nir Rosen] is the other family member of [Dahr Jamail] G. [Nir Rosen] has no known relations to [Dahr Jamail]  Which option can be inferred from the given Sentence? Option:",G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,1.0
Determine which option can be inferred from the given Sentence.  Sentence: The case studies provide examples of the impact that [PSIA] can have on the design of policy reforms and draw operational lessons for [PSIA] implementation . Options: A. [PSIA] is also known as [PSIA] B. [PSIA] has the member [PSIA] C. [PSIA] is the member of [PSIA] D. [PSIA] owns [PSIA] E. [PSIA] has the parent company [PSIA] F. [PSIA] has shares hold in [PSIA] G. [PSIA] has no known relations to [PSIA]  Which option can be inferred from the given Sentence? Option:,G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'org:alternate_names', 'B': 'org:members', 'C': 'org:member_of', 'D': 'org:subsidiaries', 'E': 'org:parents', 'F': 'org:shareholders', 'G': 'no_relation'}",no_relation,1.0
"Determine which option can be inferred from the given Sentence.  Sentence: Qiu Shengjiong , Li Weifeng , Shen Longyuan , Gao Lin , Zhang Lu , Feng Xiaoting , Zhu Ting , Wan Houliang , Tan Wangsong , Lu Jianjun , [Zheng Zhi] , Zhou Haibin , Yuan Weiwei , Cui Peng , Han Peng , Jiang Ning , [Chen Tao] , Dong Fangzhuo Options: A. [Chen Tao] has the alternate name [Zheng Zhi] B. [Chen Tao] is the spouse of [Zheng Zhi] C. [Chen Tao] has the parent [Zheng Zhi] D. [Chen Tao] is the parent of [Zheng Zhi] E. [Chen Tao] is the siblings of [Zheng Zhi] F. [Chen Tao] is the other family member of [Zheng Zhi] G. [Chen Tao] has no known relations to [Zheng Zhi]  Which option can be inferred from the given Sentence? Option:",G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,1.0
